lookback,batchsize,updates,threshold,numfilters1,numfilters2,numfilters3,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
18,25,7,0.1,14,22,26,0.113317846,0.354635589,0.249517561,0.084528435
18,25,7,0.1,14,22,28,0.120913091,0.373165179,0.240042392,0.084122748
18,25,7,0.1,14,22,30,0.111016758,0.339395426,0.239315217,0.084705373
18,25,7,0.1,14,24,26,0.114944874,0.336130323,0.339684124,0.084251323
18,25,7,0.1,14,24,28,0.108423352,0.353061235,0.327367943,0.084583249
18,25,7,0.1,14,24,30,0.124798039,0.355112167,0.261294149,0.085285937
18,25,7,0.1,16,20,26,0.114678857,0.345174435,0.300489524,0.083358607
18,25,7,0.1,16,20,28,0.123013701,0.34445326,0.315411681,0.082826497
18,25,7,0.1,16,20,30,0.107821758,0.33246238,0.264326806,0.085697723
18,25,7,0.1,16,22,26,0.125767541,0.367142478,0.255516272,0.083325432
18,25,7,0.1,16,22,28,0.111543711,0.355874499,0.238069472,0.084154313
18,25,7,0.1,16,22,30,0.108371478,0.349143744,0.267060446,0.085469103
18,25,7,0.1,16,24,26,0.140571579,0.339945969,0.258913533,0.084482487
18,25,7,0.1,16,24,28,0.130508919,0.382625338,0.278058691,0.085458143
18,25,7,0.1,16,24,30,0.127694257,0.337745463,0.241840006,0.083580929
24,23,5,0,12,20,26,0.100590103,0.343043866,0.251464845,0.085744935
