Cell_ID,TrainRNMSE,TestRNMSE,TestIncRNMSE,TimeScore
0,0.21572964787631188,0.3344193084194961,0.22301760062647846,0.11851868391577619
1,0.1640943334625591,0.3142191974936627,0.25535173439407616,0.11851868391577619
2,0.15005581072879814,0.27142709053660286,0.20525026647186248,0.11851868391577619
3,0.11547590100355992,0.20852093018355664,0.19839169130865064,0.11851868391577619
4,0.12617346505829544,0.2842301181715018,0.19463741673492319,0.11851868391577619
5,0.1419050864146347,0.3662821372270379,0.24237136802744727,0.11851868391577619
6,0.12420155527047386,0.2766691940174367,0.23255649696610153,0.11851868391577619
7,0.2719975229940095,0.4482175809654176,0.25804944916977907,0.11851868391577619
8,0.14937593148250003,0.28049468691295343,0.22790428964631815,0.11851868391577619
9,0.11405536801621786,0.22308149861925644,0.18498043167667938,0.11851868391577619
10,0.15636273380421317,0.3714644206026916,0.2045775628099464,0.11851868391577619
11,0.17122769347792738,0.2389064517388908,0.19154588231555583,0.11851868391577619
12,0.10145406858671174,0.22089894687696313,0.18247636212914028,0.11851868391577619
13,0.12562168902057538,0.3168605315514528,0.2110006918578645,0.11851868391577619
14,0.2526757674309056,0.4747868362749413,0.22735480920688805,0.11851868391577619
15,0.23961098797481603,0.4097429190092983,0.20993825529305488,0.11851868391577619
16,0.14190074153159402,0.38531164075370744,0.2820537782347595,0.11851868391577619
17,0.1811859174113399,0.3152191854040339,0.20400915646645965,0.11851868391577619
18,0.11143830986692906,0.2687664202746226,0.17323013180817057,0.11851868391577619
19,0.09555153092699926,0.18501115702982626,0.1649660926735766,0.11851868391577619
20,0.08134626933027819,0.5435545715864225,0.21223984359340692,0.11851868391577619
21,0.1891946542274548,0.21057202566692892,0.20459358978926143,0.11851868391577619
22,0.2522210718477745,0.31776069688298253,0.2779946749831556,0.11851868391577619
23,0.10955765496784327,0.2087041381974929,0.18794714282605185,0.11851868391577619
24,0.21433852069595288,0.3902719413785804,0.24295731927178257,0.11851868391577619
25,0.2840613971789727,0.30661135055250505,0.2178620748726294,0.11851868391577619
26,0.1428152245746274,0.2561586085847651,0.17742923522470327,0.11851868391577619
27,0.137345869744715,0.3693738822670563,0.1866680860474845,0.11851868391577619
28,0.11682234457011464,0.31297173562455066,0.1662633486473501,0.11851868391577619
29,0.11211036510329622,0.2147171012644468,0.16886813900217235,0.11851868391577619
30,0.13504787699804421,0.22523769782742153,0.16191371138956354,0.11851868391577619
31,0.1820175874046957,0.373130617445053,0.23025219181100431,0.11851868391577619
32,0.18669174217720622,0.2932691200571539,0.2058826339683169,0.11851868391577619
33,0.17435004189609377,0.2611143183221132,0.189903981685906,0.11851868391577619
34,0.15286622420870816,0.17397762202869535,0.14738651795615518,0.11851868391577619
35,0.1833374086343674,0.5030972131717003,0.2120370169300835,0.11851868391577619
36,0.12489248192395945,0.21677293580823492,0.17936246990527618,0.11851868391577619
37,0.1475021009293545,0.26403034815084087,0.20614352145578377,0.11851868391577619
38,0.272939901249875,0.2977450117342578,0.1945151268743866,0.11851868391577619
39,0.22471482022095596,0.4038274781787866,0.19144914897572216,0.11851868391577619
40,0.17392233446110864,0.24104869397324546,0.18166442342037983,0.11851868391577619
41,0.17600789285902727,0.19996822462858946,0.15379048073242516,0.11851868391577619
42,0.2721039036469594,1.183881061615067,0.3662632833409186,0.11851868391577619
43,0.22799502768050656,0.5889080037946941,0.2097572415041145,0.11851868391577619
44,0.2415215380141924,0.3002707728220964,0.2081997391964523,0.11851868391577619
45,0.14190166378322755,0.2465276275999608,0.17325508700922623,0.11851868391577619
46,0.195760289634569,0.500027110821062,0.17400829066159068,0.11851868391577619
47,0.1600011117618546,1.0314119899700926,0.22599110896018712,0.11851868391577619
48,0.14215841787896466,0.24640243797513847,0.20849901220743106,0.11851868391577619
