lookback,batchsize,updates,threshold,numfilters1,numfilters2,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
24,25,10,0,12,20,0.14135236364054846,0.4337321323183102,0.2534053578013161,0.1412732154567067
24,25,10,0,12,22,0.13932312678951,0.43497274532388674,0.25333816155073907,0.1454512826407828
24,25,10,0,16,20,0.14160037071372245,0.42413037088381933,0.274150365549679,0.1398485841983702
24,25,10,0,16,22,0.14750001114913516,0.46193774938656035,0.26284437095295854,0.1428874992742771
24,25,10,0.1,12,20,0.14135236364054846,0.4337321323183102,0.340190524154152,0.14193454743395922
24,25,10,0.1,12,22,0.13932312678951,0.43497274532388674,0.27419727793816234,0.14530744025581763
24,25,10,0.1,16,20,0.14160037071372245,0.42413037088381933,0.247741300868551,0.14017264458440964
24,25,10,0.1,16,22,0.14750001114913516,0.46193774938656035,0.3177298367820223,0.14283384432749005
24,25,12,0,12,20,0.14135236364054846,0.4337321323183102,0.24806269510631637,0.1695688077880115
24,25,12,0,12,22,0.13932312678951,0.43497274532388674,0.27415775508465495,0.17498535295812095
24,25,12,0,16,20,0.14160037071372245,0.42413037088381933,0.30789619259203277,0.16813851472808095
24,25,12,0,16,22,0.14750001114913516,0.46193774938656035,0.289607282070071,0.17482692671985162
24,25,12,0.1,12,20,0.14135236364054846,0.4337321323183102,0.27416307932187545,0.1700173310775679
24,25,12,0.1,12,22,0.13932312678951,0.43497274532388674,0.2843811806856709,0.1789728762335275
24,25,12,0.1,16,20,0.14160037071372245,0.42413037088381933,0.26981294252672133,0.17290559373640116
24,25,12,0.1,16,22,0.14750001114913516,0.46193774938656035,0.25755688491796463,0.1757782003547572
24,27,10,0,12,20,0.14008097154812255,0.4229625195443882,0.32638633507433884,0.14993999939472022
24,27,10,0,12,22,0.14993138783698057,0.42403090358058876,0.2727228785123666,0.15190417700909709
24,27,10,0,16,20,0.1530924009667299,0.47583904820814205,0.2515689585409558,0.1511944390882907
