lookback,batchsize,updates,threshold,numfilters1,numfilters2,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
24,23,6,0.1,16,22,0.1397599413442158,0.4592556726309516,0.25540137620406056,0.08513460189999429
24,23,6,0.1,16,24,0.1437379898698788,0.43384357865255485,0.2860977591205206,0.08647386685756556
24,25,5,0,12,22,0.13815129083813674,0.4390968996097789,0.30227514906077546,0.07399007145951433
24,25,5,0,12,24,0.15365258456427525,0.41938038416914625,0.3910467400509973,0.07618327978180676
24,25,5,0,16,22,0.14625771517658404,0.45617012783813593,0.2769681732967163,0.07345645532375429
24,25,5,0,16,24,0.14580734683527447,0.4708282198034631,0.26494697122094313,0.0747130293962432
24,25,5,0.1,12,22,0.13815129083813674,0.4390968996097789,0.31510986070095404,0.07525546743535459
24,25,5,0.1,12,24,0.15365258456427525,0.41938038416914625,0.30109604593421335,0.07517405367090635
24,25,5,0.1,16,22,0.14625771517658404,0.45617012783813593,0.3105839687390089,0.074594708795684
24,25,5,0.1,16,24,0.14580734683527447,0.4708282198034631,0.44949205913664503,0.07494374044448975
24,25,6,0,12,22,0.13815129083813674,0.4390968996097789,0.41649128897884524,0.08947742089992616
24,25,6,0,12,24,0.15365258456427525,0.41938038416914625,0.3271343032057767,0.09092895949759135
24,25,6,0,16,22,0.14625771517658404,0.45617012783813593,0.2972457887851296,0.08813145381648366
24,25,6,0,16,24,0.14580734683527447,0.4708282198034631,0.27321110007098903,0.09199936657417111
24,25,6,0.1,12,22,0.13815129083813674,0.4390968996097789,0.40572887883235365,0.09205045170254178
24,25,6,0.1,12,24,0.15365258456427525,0.41938038416914625,0.3547740783475883,0.09277332690094398
24,25,6,0.1,16,22,0.14625771517658404,0.45617012783813593,0.5801165309987727,0.08960965556361158
24,25,6,0.1,16,24,0.14580734683527447,0.4708282198034631,0.37111042597582494,0.08886735980841262
