lookback,batchsize,updates,threshold,numfilters1,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
18,23,5,0,12,0.14967731800733655,0.3836342451948269,0.3892845974931582,0.03799359356748584
18,23,5,0,16,0.14977741018614757,0.40770433157391694,0.4048041142377321,0.036649207086328746
18,23,5,0.1,12,0.14967731800733655,0.3836342451948269,0.3260116287730634,0.03553121255175902
18,23,5,0.1,16,0.14977741018614757,0.40770433157391694,0.2967303208357033,0.03615233283981106
18,23,6,0,12,0.14967731800733655,0.3836342451948269,0.409948628802894,0.040342339946552126
18,23,6,0,16,0.14977741018614757,0.40770433157391694,0.2567046616151123,0.042982787626226815
18,23,6,0.1,12,0.14967731800733655,0.3836342451948269,0.28854389208121906,0.04184338685238
18,23,6,0.1,16,0.14977741018614757,0.40770433157391694,0.38469229494084417,0.04239951905750093
18,25,5,0,12,0.14961201214129138,0.38386855625728034,0.31061819239028765,0.037094129834856306
18,25,5,0,16,0.151375505939326,0.3941696103258262,0.349559700785349,0.038001815705072314
18,25,5,0.1,12,0.14961201214129138,0.38386855625728034,0.3884277124027528,0.03740011064980109
18,25,5,0.1,16,0.151375505939326,0.3941696103258262,0.34299877230855746,0.03818516160566894
18,25,6,0,12,0.14961201214129138,0.38386855625728034,0.3364906210689665,0.043247398876008536
18,25,6,0,16,0.151375505939326,0.3941696103258262,0.27629617487969893,0.044208951904660176
18,25,6,0.1,12,0.14961201214129138,0.38386855625728034,0.298813856242439,0.0446028795727545
18,25,6,0.1,16,0.151375505939326,0.3941696103258262,0.35878523839043913,0.044679687170687314
24,23,5,0,12,0.13857481732818588,0.39357666992451795,0.49766100573188704,0.043222947512271896
24,23,5,0,16,0.13815926528398548,0.40541972885511884,0.3214742720536886,0.04349403358312045
24,23,5,0.1,12,0.13857481732818588,0.39357666992451795,0.3018641218290277,0.043507120557613785
24,23,5,0.1,16,0.13815926528398548,0.40541972885511884,0.31371874376696696,0.042324319602997325
24,23,6,0,12,0.13857481732818588,0.39357666992451795,0.30007268349091976,0.05085206054834928
24,23,6,0,16,0.13815926528398548,0.40541972885511884,0.33563025065671503,0.05175020890535364
24,23,6,0.1,12,0.13857481732818588,0.39357666992451795,0.284878345823709,0.05099441540958199
24,23,6,0.1,16,0.13815926528398548,0.40541972885511884,0.2612192757986942,0.05156160680871261
24,25,5,0,12,0.1401234255369386,0.38982720347454713,0.3817717690129169,0.04399974706696301
24,25,5,0,16,0.1405794018427795,0.4039925980942591,0.2869932920059128,0.0444795206116467
24,25,5,0.1,12,0.1401234255369386,0.38982720347454713,0.3960904392874263,0.04405943937975951
24,25,5,0.1,16,0.1405794018427795,0.4039925980942591,0.33749961326107725,0.0447878606857792
24,25,6,0,12,0.1401234255369386,0.38982720347454713,0.2576481520632049,0.052141516848308284
24,25,6,0,16,0.1405794018427795,0.4039925980942591,0.38481016498684945,0.053459240517965176
24,25,6,0.1,12,0.1401234255369386,0.38982720347454713,0.29809811149904014,0.05230243907851443
24,25,6,0.1,16,0.1405794018427795,0.4039925980942591,0.36627671881246465,0.05378977473851744
