Metros2,CapasCNN,Kernel,lookback,batchsize,updates,threshold,numfilters1,numfilters2,numfilters3,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
49,2,3,18,25,6,0.1,16,24,,0.128406483,0.316419263,0.243664962,0.05115976
49,2,3,18,25,6,0.1,16,30,,0.120510784,0.342505012,0.30424445,0.051432795
49,2,3,18,25,6,0.1,20,24,,0.136683614,0.322775056,0.22342049,0.051318711
49,2,3,18,25,6,0.1,20,30,,0.112414187,0.323087457,0.323460748,0.051918776
49,2,3,18,25,6,0.15,12,20,,0.120426144,0.324338648,0.320913075,0.063918946
49,2,3,18,25,6,0.15,12,22,,0.119507295,0.346147922,0.413154414,0.066394813
49,2,3,18,25,6,0.15,12,24,,0.178179956,0.380150803,0.275661285,0.065477104
49,2,3,18,25,6,0.15,14,20,,0.122075848,0.366932926,0.296356724,0.066785203
49,2,3,18,25,6,0.15,14,22,,0.117567279,0.317546186,0.227218665,0.065590394
49,2,3,18,25,6,0.15,14,24,,0.119661646,0.334098133,0.340833534,0.065344472
49,2,3,18,25,6,0.15,16,20,,0.134331209,0.334866563,0.385732825,0.059909225
49,2,3,18,25,6,0.15,16,22,,0.157101623,0.35793815,0.240457094,0.065374539
49,2,3,18,25,6,0.15,16,24,,0.128406483,0.316419263,0.256688168,0.060672214
49,2,3,18,25,6,0.2,12,20,,0.120426144,0.324338648,0.542206287,0.065686584
49,2,3,18,25,6,0.2,12,22,,0.119507295,0.346147922,0.308632764,0.064486273
49,2,3,18,25,6,0.2,12,24,,0.178179956,0.380150803,0.321200084,0.063943472
49,2,3,18,25,6,0.2,14,20,,0.122075848,0.366932926,0.411907861,0.065126468
49,2,3,18,25,6,0.2,14,22,,0.117567279,0.317546186,0.397870573,0.065434838
49,2,3,18,25,6,0.2,14,24,,0.119661646,0.334098133,0.279731166,0.064333587
49,2,3,18,25,6,0.2,16,20,,0.134331209,0.334866563,0.42514267,0.064463922
49,2,3,18,25,6,0.2,16,22,,0.157101623,0.35793815,0.271334532,0.065690833
49,2,3,18,25,6,0.2,16,24,,0.128406483,0.316419263,0.281615464,0.06407844
49,2,3,18,25,7,0,12,20,,0.120426144,0.324338648,0.310337921,0.074225605
49,2,3,18,25,7,0,12,22,,0.119507295,0.346147922,0.228382223,0.071879039
49,2,3,18,25,7,0,12,24,,0.178179956,0.380150803,0.254602361,0.072742219
49,2,3,18,25,7,0,14,20,,0.122075848,0.366932926,0.251785246,0.072084931
49,2,3,18,25,7,0,14,22,,0.117567279,0.317546186,0.29104843,0.074085562
49,2,3,18,25,7,0,14,24,,0.119661646,0.334098133,0.569330241,0.073035258
49,2,3,18,25,7,0,16,20,,0.134331209,0.334866563,0.255085517,0.07405533
49,2,3,18,25,7,0,16,22,,0.157101623,0.35793815,0.244618032,0.072290284
49,2,3,18,25,7,0,16,24,,0.128406483,0.316419263,0.259287876,0.074345613
49,2,3,18,25,7,0,16,24,,0.128406483,0.316419263,0.259287876,0.059789749
49,2,3,18,25,7,0,16,30,,0.120510784,0.342505012,0.235608201,0.059658494
49,2,3,18,25,7,0,20,24,,0.136683614,0.322775056,0.318840581,0.059586537
49,2,3,18,25,7,0,20,30,,0.112414187,0.323087457,0.248685663,0.058764379
49,2,3,18,25,7,0.1,12,20,,0.120426144,0.324338648,0.324716655,0.05803016
49,2,3,18,25,7,0.1,12,22,,0.119507295,0.346147922,0.253603146,0.058132138
49,2,3,18,25,7,0.1,12,24,,0.178179956,0.380150803,0.26362205,0.05766374
49,2,3,18,25,7,0.1,14,20,,0.122075848,0.366932926,0.290500568,0.058284504
49,2,3,18,25,7,0.1,14,22,,0.117567279,0.317546186,0.29692526,0.061075246
49,2,3,18,25,7,0.1,14,24,,0.119661646,0.334098133,0.301044152,0.058707507
49,2,3,18,25,7,0.1,16,20,,0.134331209,0.334866563,0.236052718,0.058340807
49,2,3,18,25,7,0.1,16,22,,0.157101623,0.35793815,0.337687336,0.057968157
49,2,3,18,25,7,0.1,16,24,,0.128406483,0.316419263,0.262005891,0.057003326
49,2,3,18,25,7,0.1,16,24,,0.128406483,0.316419263,0.262005891,0.059224632
49,2,3,18,25,7,0.1,16,30,,0.120510784,0.342505012,0.268894453,0.059116075
49,2,3,18,25,7,0.1,20,24,,0.136683614,0.322775056,0.285550302,0.058816624
49,2,3,18,25,7,0.1,20,30,,0.112414187,0.323087457,0.416485506,0.058749125
49,2,3,18,25,7,0.15,12,20,,0.120426144,0.324338648,0.62698833,0.057114561
49,2,3,18,25,7,0.15,12,22,,0.119507295,0.346147922,0.310415429,0.057291688
49,2,3,18,25,7,0.15,12,24,,0.178179956,0.380150803,0.234149049,0.057514542
49,2,3,18,25,7,0.15,14,20,,0.122075848,0.366932926,0.379754135,0.057905391
49,2,3,18,25,7,0.15,14,22,,0.117567279,0.317546186,0.282390546,0.058214978
49,2,3,18,25,7,0.15,14,24,,0.119661646,0.334098133,0.264596721,0.060383562
49,2,3,18,25,7,0.15,16,20,,0.134331209,0.334866563,0.262977341,0.058592451
49,2,3,18,25,7,0.15,16,22,,0.157101623,0.35793815,0.221113312,0.058904415
49,2,3,18,25,7,0.15,16,24,,0.128406483,0.316419263,0.225406278,0.058826124
49,2,3,18,25,7,0.2,12,20,,0.120426144,0.324338648,0.23733701,0.060925562
49,2,3,18,25,7,0.2,12,22,,0.119507295,0.346147922,0.313407328,0.061032441
49,2,3,18,25,7,0.2,12,24,,0.178179956,0.380150803,0.257295613,0.060521528
49,2,3,18,25,7,0.2,14,20,,0.122075848,0.366932926,0.343182099,0.060090937
49,2,3,18,25,7,0.2,14,22,,0.117567279,0.317546186,0.245738247,0.061364199
49,2,3,18,25,7,0.2,14,24,,0.119661646,0.334098133,0.275069032,0.062426504
49,2,3,18,25,7,0.2,16,20,,0.134331209,0.334866563,0.474067351,0.061955168
49,2,3,18,25,7,0.2,16,22,,0.157101623,0.35793815,0.277751357,0.062057987
49,2,3,18,25,7,0.2,16,24,,0.128406483,0.316419263,0.225353074,0.062473978
49,2,3,18,27,5,0,12,20,,0.123071001,0.320391993,0.254304179,0.044425419
49,2,3,18,27,5,0,12,22,,0.126970166,0.322163398,0.378352714,0.044486542
49,2,3,18,27,5,0,12,24,,0.129077873,0.329221519,0.239554006,0.044378074
49,2,3,18,27,5,0,14,20,,0.129461766,0.353720985,0.390876619,0.044849956
49,2,3,18,27,5,0,14,22,,0.139520507,0.340289297,0.276063912,0.045074833
49,2,3,18,27,5,0,14,24,,0.124517361,0.337139394,0.366948248,0.050540897
49,2,3,18,27,5,0,16,20,,0.146477415,0.345925761,0.278248121,0.053191533
49,2,3,18,27,5,0,16,22,,0.117742731,0.332837446,0.275870699,0.053164197
49,2,3,18,27,5,0,16,24,,0.118466322,0.32019162,0.296939675,0.054441499
49,2,3,18,27,5,0.1,12,20,,0.123071001,0.320391993,0.261786952,0.05376876
49,2,3,18,27,5,0.1,12,22,,0.126970166,0.322163398,0.378352714,0.051884573
49,2,3,18,27,5,0.1,12,24,,0.129077873,0.329221519,0.393733257,0.04763401
49,2,3,18,27,5,0.1,14,20,,0.129461766,0.353720985,0.283967057,0.048466686
49,2,3,18,27,5,0.1,14,22,,0.139520507,0.340289297,0.298865983,0.0491601
49,2,3,18,27,5,0.1,14,24,,0.124517361,0.337139394,0.432628534,0.048651772
49,2,3,18,27,5,0.1,16,20,,0.146477415,0.345925761,0.346663613,0.046607767
49,2,3,18,27,5,0.1,16,22,,0.117742731,0.332837446,0.862216029,0.045645429
49,2,3,18,27,5,0.1,16,24,,0.118466322,0.32019162,0.397505847,0.045837317
49,2,3,18,27,5,0.15,12,20,,0.123071001,0.320391993,0.723805927,0.045670721
49,2,3,18,27,5,0.15,12,22,,0.126970166,0.322163398,0.226075073,0.046070041
49,2,3,18,27,5,0.15,12,24,,0.129077873,0.329221519,0.248712271,0.046188533
49,2,3,18,27,5,0.15,14,20,,0.129461766,0.353720985,0.401771938,0.046593649
49,2,3,18,27,5,0.15,14,22,,0.139520507,0.340289297,0.293381688,0.046360066
49,2,3,18,27,5,0.15,14,24,,0.124517361,0.337139394,0.267279657,0.046028577
49,2,3,18,27,5,0.15,16,20,,0.146477415,0.345925761,0.29231399,0.047497722
49,2,3,18,27,5,0.15,16,22,,0.117742731,0.332837446,0.352702778,0.047722379
49,2,3,18,27,5,0.15,16,24,,0.118466322,0.32019162,0.284276966,0.04748148
49,2,3,18,27,5,0.2,12,20,,0.123071001,0.320391993,0.316731234,0.047382049
49,2,3,18,27,5,0.2,12,22,,0.126970166,0.322163398,0.290421812,0.048297068
49,2,3,18,27,5,0.2,12,24,,0.129077873,0.329221519,0.298587619,0.0479817
49,2,3,18,27,5,0.2,14,20,,0.129461766,0.353720985,0.264552813,0.048447538
49,2,3,18,27,5,0.2,14,22,,0.139520507,0.340289297,0.312383482,0.049379508
49,2,3,18,27,5,0.2,14,24,,0.124517361,0.337139394,0.439375384,0.04836221
49,2,3,18,27,5,0.2,16,20,,0.146477415,0.345925761,0.450371608,0.046299302
49,2,3,18,27,5,0.2,16,22,,0.117742731,0.332837446,0.237035877,0.048328932
49,2,3,18,27,5,0.2,16,24,,0.118466322,0.32019162,0.409509102,0.046931404
49,2,3,18,27,6,0,12,20,,0.123071001,0.320391993,0.249694486,0.053557072
49,2,3,18,27,6,0,12,22,,0.126970166,0.322163398,0.317101176,0.055651206
49,2,3,18,27,6,0,12,24,,0.129077873,0.329221519,0.393674792,0.053159202
49,2,3,18,27,6,0,14,20,,0.129461766,0.353720985,0.342138209,0.053712472
49,2,3,18,27,6,0,14,22,,0.139520507,0.340289297,0.262593953,0.053332294
49,2,3,18,27,6,0,14,24,,0.124517361,0.337139394,0.476337326,0.052216247
49,2,3,18,27,6,0,16,20,,0.146477415,0.345925761,0.786753883,0.052965637
49,2,3,18,27,6,0,16,22,,0.117742731,0.332837446,0.242668934,0.052540591
49,2,3,18,27,6,0,16,24,,0.118466322,0.32019162,0.392437875,0.05298322
49,2,3,18,27,6,0.1,12,20,,0.123071001,0.320391993,0.42229625,0.052635946
49,2,3,18,27,6,0.1,12,22,,0.126970166,0.322163398,0.287800508,0.05283954
49,2,3,18,27,6,0.1,12,24,,0.129077873,0.329221519,0.257434422,0.053255923
49,2,3,18,27,6,0.1,14,20,,0.129461766,0.353720985,0.250398411,0.053751716
49,2,3,18,27,6,0.1,14,22,,0.139520507,0.340289297,0.223291192,0.054143423
49,2,3,18,27,6,0.1,14,24,,0.124517361,0.337139394,0.28347275,0.053251695
49,2,3,18,27,6,0.1,16,20,,0.146477415,0.345925761,0.318122728,0.053991668
49,2,3,18,27,6,0.1,16,22,,0.117742731,0.332837446,0.265963214,0.053045599
49,2,3,18,27,6,0.1,16,24,,0.118466322,0.32019162,0.437896437,0.052632808
49,2,3,18,27,6,0.15,12,20,,0.123071001,0.320391993,0.448616519,0.053094285
49,2,3,18,27,6,0.15,12,22,,0.126970166,0.322163398,0.240184706,0.055201617
49,2,3,18,27,6,0.15,12,24,,0.129077873,0.329221519,0.377219287,0.053805169
49,2,3,18,27,6,0.15,14,20,,0.129461766,0.353720985,0.424034821,0.053634016
49,2,3,18,27,6,0.15,14,22,,0.139520507,0.340289297,0.302426116,0.052945628
49,2,3,18,27,6,0.15,14,24,,0.124517361,0.337139394,0.427340537,0.053494313
49,2,3,18,27,6,0.15,16,20,,0.146477415,0.345925761,0.27807091,0.053717255
49,2,3,18,27,6,0.15,16,22,,0.117742731,0.332837446,0.344924897,0.053526456
49,2,3,18,27,6,0.15,16,24,,0.118466322,0.32019162,0.320946015,0.05414319
49,2,3,18,27,6,0.2,12,20,,0.123071001,0.320391993,0.275027831,0.055124985
49,2,3,18,27,6,0.2,12,22,,0.126970166,0.322163398,0.26856051,0.054099945
49,2,3,18,27,6,0.2,12,24,,0.129077873,0.329221519,0.445207268,0.053463122
49,2,3,18,27,6,0.2,14,20,,0.129461766,0.353720985,0.282080016,0.055139437
49,2,3,18,27,6,0.2,14,22,,0.139520507,0.340289297,0.219167235,0.056287898
49,2,3,18,27,6,0.2,14,24,,0.124517361,0.337139394,0.275267741,0.055236643
49,2,3,18,27,6,0.2,16,20,,0.146477415,0.345925761,0.39455761,0.05335837
49,2,3,18,27,6,0.2,16,22,,0.117742731,0.332837446,0.258434725,0.055667835
49,2,3,18,27,6,0.2,16,24,,0.118466322,0.32019162,0.470645736,0.053486499
49,2,3,18,27,7,0,12,20,,0.123071001,0.320391993,0.276372124,0.061292423
49,2,3,18,27,7,0,12,22,,0.126970166,0.322163398,0.248305009,0.060709466
49,2,3,18,27,7,0,12,24,,0.129077873,0.329221519,0.342347176,0.062800713
49,2,3,18,27,7,0,14,20,,0.129461766,0.353720985,0.237492908,0.062446614
49,2,3,18,27,7,0,14,22,,0.139520507,0.340289297,0.274226907,0.061141886
49,2,3,18,27,7,0,14,24,,0.124517361,0.337139394,0.239588096,0.060650493
49,2,3,18,27,7,0,16,20,,0.146477415,0.345925761,0.356815326,0.060218146
49,2,3,18,27,7,0,16,22,,0.117742731,0.332837446,0.271341229,0.061029356
49,2,3,18,27,7,0,16,24,,0.118466322,0.32019162,0.4076641,0.061469038
49,2,3,18,27,7,0.1,12,20,,0.123071001,0.320391993,0.326967728,0.062922419
49,2,3,18,27,7,0.1,12,22,,0.126970166,0.322163398,0.222430084,0.061793984
49,2,3,18,27,7,0.1,12,24,,0.129077873,0.329221519,0.237905682,0.061514443
49,2,3,18,27,7,0.1,14,20,,0.129461766,0.353720985,0.34903194,0.062171581
49,2,3,18,27,7,0.1,14,22,,0.139520507,0.340289297,0.220916613,0.062669596
49,2,3,18,27,7,0.1,14,24,,0.124517361,0.337139394,0.271618578,0.062365337
49,2,3,18,27,7,0.1,16,20,,0.146477415,0.345925761,0.351277314,0.062152279
49,2,3,18,27,7,0.1,16,22,,0.117742731,0.332837446,0.286117589,0.062535483
49,2,3,18,27,7,0.1,16,24,,0.118466322,0.32019162,0.215292293,0.06185714
49,2,3,18,27,7,0.15,12,20,,0.123071001,0.320391993,0.238093396,0.061856667
49,2,3,18,27,7,0.15,12,22,,0.126970166,0.322163398,0.225797925,0.062230802
49,2,3,18,27,7,0.15,12,24,,0.129077873,0.329221519,0.350688044,0.062028003
49,2,3,18,27,7,0.15,14,20,,0.129461766,0.353720985,0.438673949,0.063049454
49,2,3,18,27,7,0.15,14,22,,0.139520507,0.340289297,0.232615134,0.063245472
49,2,3,18,27,7,0.15,14,24,,0.124517361,0.337139394,0.298343641,0.062151615
49,2,3,18,27,7,0.15,16,20,,0.146477415,0.345925761,0.286923668,0.060775342
49,2,3,18,27,7,0.15,16,22,,0.117742731,0.332837446,0.241544736,0.061060607
49,2,3,18,27,7,0.15,16,24,,0.118466322,0.32019162,0.324010418,0.060742513
49,2,3,18,27,7,0.2,12,20,,0.123071001,0.320391993,0.25607993,0.063009606
49,2,3,18,27,7,0.2,12,22,,0.126970166,0.322163398,0.390633028,0.060602809
49,2,3,18,27,7,0.2,12,24,,0.129077873,0.329221519,0.254071,0.063488291
49,2,3,18,27,7,0.2,14,20,,0.129461766,0.353720985,0.270498657,0.063844124
49,2,3,18,27,7,0.2,14,22,,0.139520507,0.340289297,0.233086408,0.065084372
49,2,3,18,27,7,0.2,14,24,,0.124517361,0.337139394,0.273968655,0.063752655
49,2,3,18,27,7,0.2,16,20,,0.146477415,0.345925761,0.463060177,0.061017309
49,2,3,18,27,7,0.2,16,22,,0.117742731,0.332837446,0.257832496,0.062336118
49,2,3,18,27,7,0.2,16,24,,0.118466322,0.32019162,0.235763295,0.067642141
49,2,3,20,23,5,0,12,20,,0.115114857,0.313187561,0.402502733,0.05228994
49,2,3,20,23,5,0,12,22,,0.252711585,0.443056053,0.280831699,0.053342074
49,2,3,20,23,5,0,12,24,,0.109281914,0.344508067,0.243962637,0.049020422
49,2,3,20,23,5,0,14,20,,0.125118102,0.312202467,0.247032428,0.047855112
49,2,3,20,23,5,0,14,22,,0.111686786,0.34156868,0.283233597,0.047791641
49,2,3,20,23,5,0,14,24,,0.107587717,0.336226733,0.316089656,0.047088747
49,2,3,20,23,5,0,16,20,,0.183323932,0.391492382,0.474069889,0.046894362
49,2,3,20,23,5,0,16,22,,0.107871771,0.331044247,0.220524469,0.047267343
49,2,3,20,23,5,0,16,24,,0.109475266,0.336805157,0.366872539,0.046296594
49,2,3,20,23,5,0.1,12,20,,0.115114857,0.313187561,0.41254661,0.046461863
49,2,3,20,23,5,0.1,12,22,,0.252711585,0.443056053,0.655540765,0.046021653
49,2,3,20,23,5,0.1,12,24,,0.109281914,0.344508067,0.235931897,0.046465642
49,2,3,20,23,5,0.1,14,20,,0.125118102,0.312202467,0.300822445,0.046581628
49,2,3,20,23,5,0.1,14,22,,0.111686786,0.34156868,0.302022192,0.047018503
49,2,3,20,23,5,0.1,14,24,,0.107587717,0.336226733,0.315590332,0.047040077
49,2,3,20,23,5,0.1,16,20,,0.183323932,0.391492382,0.453699207,0.047558964
49,2,3,20,23,5,0.1,16,22,,0.107871771,0.331044247,0.311579616,0.047250316
49,2,3,20,23,5,0.1,16,24,,0.109475266,0.336805157,0.358405114,0.046924646
49,2,3,20,23,5,0.15,12,20,,0.115114857,0.313187561,0.267349628,0.047980333
49,2,3,20,23,5,0.15,12,22,,0.252711585,0.443056053,0.2565392,0.047315297
49,2,3,20,23,5,0.15,12,24,,0.109281914,0.344508067,0.257010608,0.048029925
49,2,3,20,23,5,0.15,14,20,,0.125118102,0.312202467,0.29363437,0.047726296
49,2,3,20,23,5,0.15,14,22,,0.111686786,0.34156868,0.267887763,0.047896218
49,2,3,20,23,5,0.15,14,24,,0.107587717,0.336226733,0.41986441,0.047279425
49,2,3,20,23,5,0.15,16,20,,0.183323932,0.391492382,0.483855593,0.046946313
49,2,3,20,23,5,0.15,16,22,,0.107871771,0.331044247,0.222578918,0.049253658
49,2,3,20,23,5,0.15,16,24,,0.109475266,0.336805157,0.315199897,0.046780735
49,2,3,20,23,5,0.2,12,20,,0.115114857,0.313187561,0.270068419,0.047940843
49,2,3,20,23,5,0.2,12,22,,0.252711585,0.443056053,0.301725841,0.047414932
49,2,3,20,23,5,0.2,12,24,,0.109281914,0.344508067,0.346854929,0.048120764
49,2,3,20,23,5,0.2,14,20,,0.125118102,0.312202467,0.27111388,0.048929654
49,2,3,20,23,5,0.2,14,22,,0.111686786,0.34156868,0.291247067,0.049191412
49,2,3,20,23,5,0.2,14,24,,0.107587717,0.336226733,0.519564813,0.048052169
49,2,3,20,23,5,0.2,16,20,,0.183323932,0.391492382,0.316056969,0.048318808
49,2,3,20,23,5,0.2,16,22,,0.107871771,0.331044247,0.311027786,0.047849248
49,2,3,20,23,5,0.2,16,24,,0.109475266,0.336805157,0.238285611,0.049291994
49,2,3,20,23,6,0,12,20,,0.115114857,0.313187561,0.329059516,0.055589532
49,2,3,20,23,6,0,12,22,,0.252711585,0.443056053,0.356311851,0.056344104
49,2,3,20,23,6,0,12,24,,0.109281914,0.344508067,0.356000692,0.065895482
49,2,3,20,23,6,0,14,20,,0.125118102,0.312202467,0.430958753,0.060400024
49,2,3,20,23,6,0,14,22,,0.111686786,0.34156868,0.239247807,0.064867962
49,2,3,20,23,6,0,14,24,,0.107587717,0.336226733,0.401167969,0.063604523
49,2,3,20,23,6,0,16,20,,0.183323932,0.391492382,0.294123829,0.06443707
49,2,3,20,23,6,0,16,22,,0.107871771,0.331044247,0.363723381,0.060718448
49,2,3,20,23,6,0,16,24,,0.109475266,0.336805157,0.223116403,0.061594927
49,2,3,20,23,6,0.1,12,20,,0.115114857,0.313187561,0.318120508,0.059257154
49,2,3,20,23,6,0.1,12,22,,0.252711585,0.443056053,0.307728317,0.05852149
49,2,3,20,23,6,0.1,12,24,,0.109281914,0.344508067,0.365066777,0.059750441
49,2,3,20,23,6,0.1,14,20,,0.125118102,0.312202467,0.252223991,0.057329224
49,2,3,20,23,6,0.1,14,22,,0.111686786,0.34156868,0.277677358,0.056588842
49,2,3,20,23,6,0.1,14,24,,0.107587717,0.336226733,0.505167304,0.064571682
49,2,3,20,23,6,0.1,16,20,,0.183323932,0.391492382,0.284338992,0.060429408
49,2,3,20,23,6,0.1,16,22,,0.107871771,0.331044247,0.363723381,0.069984604
49,2,3,20,23,6,0.1,16,24,,0.109475266,0.336805157,0.281866068,0.058510891
49,2,3,20,23,6,0.15,12,20,,0.115114857,0.313187561,0.294854226,0.058038368
49,2,3,20,23,6,0.15,12,22,,0.252711585,0.443056053,0.443449676,0.057480543
49,2,3,20,23,6,0.15,12,24,,0.109281914,0.344508067,0.290854128,0.057514816
49,2,3,20,23,6,0.15,14,20,,0.125118102,0.312202467,0.324133895,0.057893471
49,2,3,20,23,6,0.15,14,22,,0.111686786,0.34156868,0.255228058,0.058041833
49,2,3,20,23,6,0.15,14,24,,0.107587717,0.336226733,0.3524004,0.057124736
49,2,3,20,23,6,0.15,16,20,,0.183323932,0.391492382,0.26346255,0.057125924
49,2,3,20,23,6,0.15,16,22,,0.107871771,0.331044247,0.441461622,0.056197989
49,2,3,20,23,6,0.15,16,24,,0.109475266,0.336805157,0.222388235,0.057517049
49,2,3,20,23,6,0.2,12,20,,0.115114857,0.313187561,0.313763699,0.05844892
49,2,3,20,23,6,0.2,12,22,,0.252711585,0.443056053,0.301109932,0.057920656
49,2,3,20,23,6,0.2,12,24,,0.109281914,0.344508067,0.278408974,0.056845898
49,2,3,20,23,6,0.2,14,20,,0.125118102,0.312202467,0.335721324,0.059611833
49,2,3,20,23,6,0.2,14,22,,0.111686786,0.34156868,0.229039407,0.061934682
49,2,3,20,23,6,0.2,14,24,,0.107587717,0.336226733,0.356131821,0.060046325
49,2,3,20,23,6,0.2,16,20,,0.183323932,0.391492382,0.276575322,0.060377025
49,2,3,20,23,6,0.2,16,22,,0.107871771,0.331044247,0.317053991,0.060071905
49,2,3,20,23,6,0.2,16,24,,0.109475266,0.336805157,0.269497553,0.060182798
49,2,3,20,23,7,0,12,20,,0.115114857,0.313187561,0.258085213,0.067786219
49,2,3,20,23,7,0,12,22,,0.252711585,0.443056053,0.261344679,0.067507248
49,2,3,20,23,7,0,12,24,,0.109281914,0.344508067,0.315779298,0.072474132
49,2,3,20,23,7,0,14,20,,0.125118102,0.312202467,0.330297814,0.072156364
49,2,3,20,23,7,0,14,22,,0.111686786,0.34156868,0.303575545,0.072605529
49,2,3,20,23,7,0,14,24,,0.107587717,0.336226733,0.307107261,0.072243744
49,2,3,20,23,7,0,16,20,,0.183323932,0.391492382,0.320097845,0.071436047
49,2,3,20,23,7,0,16,22,,0.107871771,0.331044247,0.235482236,0.07128604
49,2,3,20,23,7,0,16,24,,0.109475266,0.336805157,0.234231597,0.071440741
49,2,3,20,23,7,0.1,12,20,,0.115114857,0.313187561,0.263328777,0.062416275
49,2,3,20,23,7,0.1,12,22,,0.252711585,0.443056053,0.306951746,0.062992763
49,2,3,20,23,7,0.1,12,24,,0.109281914,0.344508067,0.250575244,0.063842057
49,2,3,20,23,7,0.1,14,20,,0.125118102,0.312202467,0.29284203,0.064506931
49,2,3,20,23,7,0.1,14,22,,0.111686786,0.34156868,0.258463841,0.064639974
49,2,3,20,23,7,0.1,14,24,,0.107587717,0.336226733,0.27616736,0.063148801
49,2,3,20,23,7,0.1,16,20,,0.183323932,0.391492382,0.262085195,0.064014001
49,2,3,20,23,7,0.1,16,22,,0.107871771,0.331044247,0.256877543,0.064448998
49,2,3,20,23,7,0.1,16,24,,0.109475266,0.336805157,0.253091495,0.064492781
49,2,3,20,23,7,0.15,12,20,,0.115114857,0.313187561,0.265356673,0.064642586
49,2,3,20,23,7,0.15,12,22,,0.252711585,0.443056053,0.323658786,0.063866951
49,2,3,20,23,7,0.15,12,24,,0.109281914,0.344508067,0.29826248,0.064154966
49,2,3,20,23,7,0.15,14,20,,0.125118102,0.312202467,0.406474276,0.064695351
49,2,3,20,23,7,0.15,14,22,,0.111686786,0.34156868,0.370938779,0.064672364
49,2,3,20,23,7,0.15,14,24,,0.107587717,0.336226733,0.263751483,0.064838003
49,2,3,20,23,7,0.15,16,20,,0.183323932,0.391492382,0.535102635,0.064714809
49,2,3,20,23,7,0.15,16,22,,0.107871771,0.331044247,0.243631701,0.064308664
49,2,3,20,23,7,0.15,16,24,,0.109475266,0.336805157,0.219139625,0.063254732
49,2,3,20,23,7,0.2,12,20,,0.115114857,0.313187561,0.232995819,0.065687094
49,2,3,20,23,7,0.2,12,22,,0.252711585,0.443056053,0.300781256,0.06582513
49,2,3,20,23,7,0.2,12,24,,0.109281914,0.344508067,0.232294458,0.067644652
49,2,3,20,23,7,0.2,14,20,,0.125118102,0.312202467,0.310574415,0.067765934
49,2,3,20,23,7,0.2,14,22,,0.111686786,0.34156868,0.234052802,0.067275015
49,2,3,20,23,7,0.2,14,24,,0.107587717,0.336226733,0.243725747,0.066300066
49,2,3,20,23,7,0.2,16,20,,0.183323932,0.391492382,0.243278247,0.067733147
49,2,3,20,23,7,0.2,16,22,,0.107871771,0.331044247,0.250754909,0.067390286
49,2,3,20,23,7,0.2,16,24,,0.109475266,0.336805157,0.231144366,0.067287311
49,2,3,20,25,5,0,12,20,,0.127784726,0.322307894,0.332554601,0.047751564
49,2,3,20,25,5,0,12,22,,0.118042865,0.342068456,0.285157563,0.047618627
49,2,3,20,25,5,0,12,24,,0.113532832,0.3487491,0.607044903,0.047771606
49,2,3,20,25,5,0,14,20,,0.11970416,0.341030722,0.346959692,0.048204698
49,2,3,20,25,5,0,14,22,,0.111886373,0.343973025,0.343625453,0.04931894
49,2,3,20,25,5,0,14,24,,0.125665984,0.321829003,0.249209336,0.04878173
49,2,3,20,25,5,0,16,20,,0.129707206,0.345055271,0.319381222,0.048357332
49,2,3,20,25,5,0,16,22,,0.149496234,0.344224813,0.365179296,0.048676814
49,2,3,20,25,5,0,16,24,,0.136337534,0.32831144,0.224967775,0.048331777
49,2,3,20,25,5,0.1,12,20,,0.127784726,0.322307894,0.383364268,0.047706391
49,2,3,20,25,5,0.1,12,22,,0.118042865,0.342068456,0.413242785,0.047788835
49,2,3,20,25,5,0.1,12,24,,0.113532832,0.3487491,0.288521695,0.048514613
49,2,3,20,25,5,0.1,14,20,,0.11970416,0.341030722,0.262506243,0.049221608
49,2,3,20,25,5,0.1,14,22,,0.111886373,0.343973025,0.298800137,0.049170712
49,2,3,20,25,5,0.1,14,24,,0.125665984,0.321829003,0.397906787,0.048732719
49,2,3,20,25,5,0.1,16,20,,0.129707206,0.345055271,0.247614336,0.048842117
49,2,3,20,25,5,0.1,16,22,,0.149496234,0.344224813,0.424516031,0.047991826
49,2,3,20,25,5,0.1,16,24,,0.136337534,0.32831144,0.216121534,0.049290014
49,2,3,20,25,5,0.15,12,20,,0.127784726,0.322307894,0.220386133,0.051051962
49,2,3,20,25,5,0.15,12,22,,0.118042865,0.342068456,0.321072105,0.048187139
49,2,3,20,25,5,0.15,12,24,,0.113532832,0.3487491,0.216697825,0.049290905
49,2,3,20,25,5,0.15,14,20,,0.11970416,0.341030722,0.299675137,0.048476685
49,2,3,20,25,5,0.15,14,22,,0.111886373,0.343973025,0.910327799,0.048542575
49,2,3,20,25,5,0.15,14,24,,0.125665984,0.321829003,0.26525316,0.049325455
49,2,3,20,25,5,0.15,16,20,,0.129707206,0.345055271,0.255014314,0.048819007
49,2,3,20,25,5,0.15,16,22,,0.149496234,0.344224813,0.263040617,0.048730596
49,2,3,20,25,5,0.15,16,24,,0.136337534,0.32831144,0.258477785,0.048241919
49,2,3,20,25,5,0.2,12,20,,0.127784726,0.322307894,0.334040227,0.047971134
49,2,3,20,25,5,0.2,12,22,,0.118042865,0.342068456,0.375417354,0.048168474
49,2,3,20,25,5,0.2,12,24,,0.113532832,0.3487491,0.26919789,0.049007817
