Cell_ID,TrainRNMSE,TestRNMSE,TestIncRNMSE,TimeScore
0,0.13228750270243597,0.3760948027041623,0.2237173452027566,0.19259995134865365
1,0.130406099396506,0.4304835161836068,0.256817413042611,0.19259995134865365
2,0.10046064920260041,0.327051175512383,0.20061831282064135,0.19259995134865365
3,0.10198518707482888,0.34291016581683853,0.19087144718274487,0.19259995134865365
4,0.10275978971366337,0.30245500314073853,0.19237860065704193,0.19259995134865365
5,0.10585979569974507,0.3064806582123078,0.2489436100028586,0.19259995134865365
6,0.10131727728659694,0.3321592610690802,0.22698263886398362,0.19259995134865365
7,0.12530914993614609,0.4164431642614449,0.25147848736013106,0.19259995134865365
8,0.11063044869852888,0.3077845197172092,0.20701133361366658,0.19259995134865365
9,0.09068880353550174,0.3234792717974441,0.18565457436998242,0.19259995134865365
10,0.09105331034035923,0.3613719575894312,0.19141929036821803,0.19259995134865365
11,0.0935221192776705,0.3812528341828694,0.19101535291238325,0.19259995134865365
12,0.07791629335180755,0.3400602243304056,0.17356790405979686,0.19259995134865365
13,0.08151820693921519,0.29917144502317544,0.19771462549885022,0.19259995134865365
14,0.12317891586896314,0.42106551296195116,0.22811373760102976,0.19259995134865365
15,0.12563392949533678,0.3164758597169672,0.2168387875234884,0.19259995134865365
16,0.1323856729753773,0.41568480608087066,0.29404404097906855,0.19259995134865365
17,0.10998713146364493,0.37067753329254516,0.19371774538991582,0.19259995134865365
18,0.10070388663069262,0.24827455207496893,0.16174047173142037,0.19259995134865365
19,0.08844302466513108,0.2522771102883506,0.1588522003715278,0.19259995134865365
20,0.07160037129802498,0.33534658252608923,0.20352069400178416,0.19259995134865365
21,0.10885456475367467,0.3194666950327022,0.20467322148186384,0.19259995134865365
22,0.1408481669612841,0.31360908207814253,0.25517046579500596,0.19259995134865365
23,0.10605952721753932,0.23419994222086465,0.1721084318673071,0.19259995134865365
24,0.12099285905318274,0.3705977233160721,0.23789576806712834,0.19259995134865365
25,0.11640032133926596,0.4374552763566281,0.21247156252883403,0.19259995134865365
26,0.12324318074288322,0.43168025490227324,0.18915457494319243,0.19259995134865365
27,0.10681345024165084,0.3811419582132977,0.19237182709833012,0.19259995134865365
28,0.09771173413347647,0.43479720733679866,0.16795566236594242,0.19259995134865365
29,0.08341332441973076,0.29385149500403174,0.17390619479890498,0.19259995134865365
30,0.09696855649311693,0.2793431313274463,0.16651701200885358,0.19259995134865365
31,0.11371877217731569,0.4193369723297214,0.2140571472772192,0.19259995134865365
32,0.1129646778340187,0.24799069040810104,0.21159310008989482,0.19259995134865365
33,0.1077059356504363,0.28729534647287996,0.19957865802930205,0.19259995134865365
34,0.10438299459502644,0.35070288918783904,0.15302607330319754,0.19259995134865365
35,0.1080696800499856,0.43297937242948015,0.20616804681912165,0.19259995134865365
36,0.09715983726689817,0.27111680256299503,0.18786559299463426,0.19259995134865365
37,0.08383547514186011,0.26065631181749516,0.18118000677730314,0.19259995134865365
38,0.09754605347367387,0.36397089230221197,0.190463235676416,0.19259995134865365
39,0.10741682958950519,0.32803347964147767,0.21371395297965806,0.19259995134865365
40,0.12118132159974339,0.28801251832863556,0.19165750789767713,0.19259995134865365
41,0.10461122870956886,0.284065172639877,0.16281087244020193,0.19259995134865365
42,0.1440800665326427,1.0407393731180719,0.3285813933921429,0.19259995134865365
43,0.12764631158580447,0.5580224180077514,0.23068127721829548,0.19259995134865365
44,0.11122538095157229,0.4762204569998498,0.22125518898476348,0.19259995134865365
45,0.09573897184063027,0.4122337079758891,0.17907873678992353,0.19259995134865365
46,0.10564838717806034,0.2951381281498798,0.1816349853849785,0.19259995134865365
47,0.10893973113192443,0.884468536699193,0.21875323077061182,0.19259995134865365
48,0.1010899203440124,0.25809509835022904,0.22326511327321935,0.19259995134865365
