lookback,batchsize,updates,threshold,numfilters1,numfilters2,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
24,25,10,0,12,20,0.11185916070396189,0.35436269435897305,0.22106870994057906,0.10163463615789646
24,25,10,0,12,22,0.13051965909755986,0.3393183163054569,0.4433516892217101,0.10099131491126084
24,25,10,0,16,20,0.10978857391649828,0.3638517801850294,0.253572873877779,0.10005929993420112
24,25,10,0,16,22,0.11218095209919862,0.3873195868992901,0.23787791786162799,0.10055143635447432
24,25,10,0.1,12,20,0.11185916070396189,0.35436269435897305,0.25520376646188064,0.10052479506795098
24,25,10,0.1,12,22,0.13051965909755986,0.3393183163054569,0.24145640000788463,0.10042146620454319
24,25,10,0.1,16,20,0.10978857391649828,0.3638517801850294,0.2718477069966542,0.0997319622669484
24,25,10,0.1,16,22,0.11218095209919862,0.3873195868992901,0.22651686579213867,0.1000929863104893
24,25,12,0,12,20,0.11185916070396189,0.35436269435897305,0.2313707633925626,0.12048985806907096
24,25,12,0,12,22,0.13051965909755986,0.3393183163054569,0.22009939143161375,0.12096183288388136
24,25,12,0,16,20,0.10978857391649828,0.3638517801850294,0.22864490278363284,0.11971952903561475
24,25,12,0,16,22,0.11218095209919862,0.3873195868992901,0.2396975245877762,0.11976844671295911
24,25,12,0.1,12,20,0.11185916070396189,0.35436269435897305,0.2623662259912498,0.12097981752582782
24,25,12,0.1,12,22,0.13051965909755986,0.3393183163054569,0.2777103608328066,0.12118492962158832
24,25,12,0.1,16,20,0.10978857391649828,0.3638517801850294,0.22761161441252797,0.11821913846810318
24,25,12,0.1,16,22,0.11218095209919862,0.3873195868992901,0.24099259983584792,0.11791116536590102
24,27,10,0,12,20,0.1394081399304859,0.34806212539472586,0.26196692492969387,0.09900721050055958
24,27,10,0,12,22,0.14248080099842025,0.3299461301883541,0.23019915929512444,0.1009826236753835
24,27,10,0,16,20,0.11728220443888067,0.36397293790388885,0.24557267960141613,0.09883891483317753
24,27,10,0,16,22,0.17520540852399794,0.3642469276860245,0.25502229574398483,0.09909805703593343
24,27,10,0.1,12,20,0.1394081399304859,0.34806212539472586,0.31135173357444856,0.10039570187720535
24,27,10,0.1,12,22,0.14248080099842025,0.3299461301883541,0.24035354658049995,0.09991911339433227
24,27,10,0.1,16,20,0.11728220443888067,0.36397293790388885,0.2643272598002345,0.09902097138877439
24,27,10,0.1,16,22,0.17520540852399794,0.3642469276860245,0.21966623545866676,0.10044531035984865
24,27,12,0,12,20,0.1394081399304859,0.34806212539472586,0.22308564473842987,0.11901113857910504
24,27,12,0,12,22,0.14248080099842025,0.3299461301883541,0.23446395165521064,0.11900322774649799
24,27,12,0,16,20,0.11728220443888067,0.36397293790388885,0.27391805043819045,0.11936582617836687
24,27,12,0,16,22,0.17520540852399794,0.3642469276860245,0.27574719302494916,0.11864888883157786
24,27,12,0.1,12,20,0.1394081399304859,0.34806212539472586,0.2576678802088963,0.11883296683186391
24,27,12,0.1,12,22,0.14248080099842025,0.3299461301883541,0.2655250912801104,0.12036556510602013
24,27,12,0.1,16,20,0.11728220443888067,0.36397293790388885,0.2574383971863558,0.12241577832018678
24,27,12,0.1,16,22,0.17520540852399794,0.3642469276860245,0.23396648995765396,0.12596455393201214
32,25,10,0,12,20,0.1206282428221361,0.35413591119401155,0.22937687978245008,0.1280159740913205
32,25,10,0,12,22,0.2096867980482576,0.3670581955755455,0.20800243184351647,0.12896867379909607
32,25,10,0,16,20,0.11019947281222,0.3438609138359027,0.3172599211808757,0.12744122295844845
32,25,10,0,16,22,0.1639137088097659,0.3623850977586728,0.24073455442245903,0.12774243238495617
32,25,10,0.1,12,20,0.1206282428221361,0.35413591119401155,0.2304186649959836,0.12489996577928257
32,25,10,0.1,12,22,0.2096867980482576,0.3670581955755455,0.2239237342801038,0.12002896058956355
