lookback,batchsize,updates,threshold,numfilters1,numfilters2,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
18,27,7,0.15,12,24,0.129077873,0.329221519,0.350688044,0.062028003
18,27,7,0.15,14,20,0.129461766,0.353720985,0.438673949,0.063049454
18,27,7,0.15,14,22,0.139520507,0.340289297,0.232615134,0.063245472
18,27,7,0.15,14,24,0.124517361,0.337139394,0.298343641,0.062151615
18,27,7,0.15,16,20,0.146477415,0.345925761,0.286923668,0.060775342
18,27,7,0.15,16,22,0.117742731,0.332837446,0.241544736,0.061060607
18,27,7,0.15,16,24,0.118466322,0.32019162,0.324010418,0.060742513
18,27,7,0.2,12,20,0.123071001,0.320391993,0.25607993,0.063009606
18,27,7,0.2,12,22,0.126970166,0.322163398,0.390633028,0.060602809
18,27,7,0.2,12,24,0.129077873,0.329221519,0.254071,0.063488291
18,27,7,0.2,14,20,0.129461766,0.353720985,0.270498657,0.063844124
18,27,7,0.2,14,22,0.139520507,0.340289297,0.233086408,0.065084372
18,27,7,0.2,14,24,0.124517361,0.337139394,0.273968655,0.063752655
18,27,7,0.2,16,20,0.146477415,0.345925761,0.463060177,0.061017309
18,27,7,0.2,16,22,0.117742731,0.332837446,0.257832496,0.062336118
18,27,7,0.2,16,24,0.118466322,0.32019162,0.235763295,0.067642141
20,23,5,0,12,20,0.115114857,0.313187561,0.402502733,0.05228994
20,23,5,0,12,22,0.252711585,0.443056053,0.280831699,0.053342074
20,23,5,0,12,24,0.109281914,0.344508067,0.243962637,0.049020422
20,23,5,0,14,20,0.125118102,0.312202467,0.247032428,0.047855112
20,23,5,0,14,22,0.111686786,0.34156868,0.283233597,0.047791641
20,23,5,0,14,24,0.107587717,0.336226733,0.316089656,0.047088747
20,23,5,0,16,20,0.183323932,0.391492382,0.474069889,0.046894362
20,23,5,0,16,22,0.107871771,0.331044247,0.220524469,0.047267343
