lookback,batchsize,updates,threshold,numfilters1,numfilters2,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
24,25,10,0,12,20,0.13200881214161367,0.3583135848101497,0.3440200996249721,0.09670341073012934
24,25,10,0,12,22,0.11496531669145657,0.3318849608106904,0.2435686152309916,0.09624718177609327
24,25,10,0,16,20,0.11185335234030797,0.33617022540002084,0.24070250159783035,0.0971800394756038
24,25,10,0,16,22,0.1299456356185473,0.3824510285664551,0.3327961510666588,0.0973911727347025
24,25,10,0.1,12,20,0.13200881214161367,0.3583135848101497,0.23306975766060528,0.09906906300577624
24,25,10,0.1,12,22,0.11496531669145657,0.3318849608106904,0.28871872314567937,0.09721373888890696
24,25,10,0.1,16,20,0.11185335234030797,0.33617022540002084,0.2755618264358725,0.09835198165485694
24,25,10,0.1,16,22,0.1299456356185473,0.3824510285664551,0.31472929223706947,0.09771939171794017
24,25,12,0,12,20,0.13200881214161367,0.3583135848101497,0.23046468377078128,0.11608457960733554
24,25,12,0,12,22,0.11496531669145657,0.3318849608106904,0.2693411990860858,0.11697456080739091
24,25,12,0,16,20,0.11185335234030797,0.33617022540002084,0.22754282595082384,0.11653822177793921
24,25,12,0,16,22,0.1299456356185473,0.3824510285664551,0.29888798668590305,0.11603648837019757
24,25,12,0.1,12,20,0.13200881214161367,0.3583135848101497,0.2266991028870212,0.11666482116865075
24,25,12,0.1,12,22,0.11496531669145657,0.3318849608106904,0.27945050614834466,0.11603501226447514
24,25,12,0.1,16,20,0.11185335234030797,0.33617022540002084,0.23119127949702747,0.11711344213196725
24,25,12,0.1,16,22,0.1299456356185473,0.3824510285664551,0.2409690634369806,0.11647531386889756
24,27,10,0,12,20,0.11922187519058168,0.33018492341833905,0.2591963729038474,0.0970983598080569
24,27,10,0,12,22,0.11988254697326456,0.3414925076812959,0.2740966576877274,0.09760739071982764
24,27,10,0,16,20,0.1124421422214821,0.3592935164719907,0.22844865202834286,0.09774130112991261
24,27,10,0,16,22,0.11911454134292844,0.3338361478562297,0.2602933025870228,0.0995753008415896
24,27,10,0.1,12,20,0.11922187519058168,0.33018492341833905,0.25881893398848294,0.09861439484968057
